class_type,wristX,wristY,wristZ,thumb_CmcX,thumb_CmcY,thumb_CmcZ,thumb_McpX,thumb_McpY,thumb_McpZ,thumb_IpX,thumb_IpY,thumb_IpZ,thumb_TipX,thumb_TipY,thumb_TipZ,index_McpX,index_McpY,index_McpZ,index_PipX,index_PipY,index_PipZ,index_DipX,index_DipY,index_DipZ,index_TipX,index_TipY,index_TipZ,middle_McpX,middle_McpY,middle_McpZ,middle_PipX,middle_PipY,middle_PipZ,middle_DipX,middle_DipY,middle_DipZ,middle_TipX,middle_TipY,middle_TipZ,ring_McpX,ring_McpY,ring_McpZ,ring_PipX,ring_PipY,ring_PipZ,ring_DipX,ring_DipY,ring_DipZ,ring_TipX,ring_TipY,ring_TipZ,pinky_McpX,pinky_McpY,pinky_McpZ,pinky_PipX,pinky_PipY,pinky_PipZ,pinky_DipX,pinky_DipY,pinky_DipZ,pinky_TipX,pinky_TipY,pinky_TipZ
A,93.83281230926514,572.5057983398438,-6.120245075180719e-07,140.41887760162354,549.5842361450195,-0.027670469135046005,172.7724552154541,500.87635040283203,-0.031593941152095795,185.9445333480835,460.1491165161133,-0.0365317203104496,195.1344108581543,427.90782928466797,-0.03289801627397537,151.2313413619995,456.21192932128906,0.00881127454340458,165.8847999572754,429.79957580566406,-0.030862530693411827,156.66253566741943,468.88916015625,-0.047497913241386414,146.5373182296753,485.7868957519531,-0.05059780552983284,122.23307132720947,453.42308044433594,0.007086476311087608,138.12227725982666,429.5813751220703,-0.03668660670518875,130.54025173187256,474.8813247680664,-0.0448162667453289,119.45051193237305,486.7757034301758,-0.037390176206827164,92.42702007293701,457.3171615600586,-0.002806924283504486,106.36655330657959,434.7056579589844,-0.048790767788887024,104.47643280029297,476.27986907958984,-0.03196386247873306,95.49748420715332,486.27925872802734,-0.006670218426734209,60.69931983947754,465.4137420654297,-0.014582892879843712,77.79608488082886,443.47293853759766,-0.0381380096077919,81.6299843788147,470.92628479003906,-0.01578924059867859,74.20567989349365,481.0419464111328,0.009677440859377384
A,385.43346405029297,572.8615188598633,-1.1029388815586572e-06,339.9231433868408,552.0766067504883,-0.01963530108332634,307.65875816345215,501.0098648071289,-0.02021469734609127,293.6092472076416,458.4306335449219,-0.025829778984189034,282.3519802093506,425.78372955322266,-0.02301814965903759,327.19679832458496,460.0714111328125,0.026706967502832413,314.2206573486328,431.73892974853516,-0.01782146282494068,320.9597110748291,471.12823486328125,-0.037303581833839417,330.77622413635254,489.8643493652344,-0.04134596139192581,356.0530757904053,456.34769439697266,0.018592828884720802,341.66905403137207,430.80249786376953,-0.025873541831970215,345.78569412231445,477.82291412353516,-0.02897612378001213,356.61455154418945,488.1256866455078,-0.016321757808327675,386.6861343383789,458.6240005493164,-0.00021674709569197148,372.5314235687256,433.0249786376953,-0.04467102140188217,372.222375869751,476.9034194946289,-0.020810939371585846,381.4602470397949,488.19244384765625,0.010287242941558361,418.7835502624512,465.1207733154297,-0.02221873588860035,405.6551170349121,440.3500747680664,-0.040218859910964966,398.2280731201172,470.3950500488281,-0.016181783750653267,403.4127616882324,482.9317855834961,0.009728031232953072
A,325.0701904296875,427.71729469299316,-1.1870374692080077e-06,399.6247863769531,362.53540992736816,-0.08995989710092545,421.4803695678711,223.05865287780762,-0.11388780921697617,399.84886169433594,112.2935700416565,-0.12728305160999298,407.6033020019531,33.009517192840576,-0.12021761387586594,342.9046630859375,146.8810272216797,-0.029218818992376328,312.3039436340332,74.01513576507568,-0.12634903192520142,333.6526107788086,158.94753456115723,-0.16442978382110596,349.6010971069336,204.44918632507324,-0.17122331261634827,277.5851821899414,181.44312858581543,-0.011569171212613583,249.7017478942871,121.50813102722168,-0.12073399126529694,296.78796768188477,221.66922569274902,-0.1346464455127716,316.1907768249512,247.14898109436035,-0.11336805671453476,221.18274688720703,224.73389625549316,-0.01413692906498909,195.68452835083008,176.78326606750488,-0.1299375295639038,251.83753967285156,265.1243591308594,-0.10354737192392349,272.84311294555664,282.1919631958008,-0.05195688083767891,169.04067993164062,272.1834182739258,-0.022646985948085785,157.0725440979004,237.43660926818848,-0.0937696024775505,205.17505645751953,294.2072868347168,-0.07243606448173523,224.0363311767578,306.1113166809082,-0.03457876294851303
A,308.87989044189453,431.4174556732178,-1.8046044942821027e-06,233.6104965209961,352.90637969970703,-0.07851272076368332,220.37715911865234,213.39388847351074,-0.09716981649398804,234.9472427368164,104.83996152877808,-0.11382648348808289,229.19973373413086,23.96773338317871,-0.11213415861129761,297.481632232666,149.48331356048584,0.0021330888848751783,337.2960662841797,74.5611834526062,-0.09651733934879303,309.1232490539551,163.40136051177979,-0.140675887465477,288.0046844482422,212.22282886505127,-0.15269041061401367,363.05721282958984,185.65943241119385,0.0059162466786801815,399.59293365478516,119.80412721633911,-0.09928606450557709,346.4955520629883,224.68899250030518,-0.11646061390638351,327.76844024658203,248.67087364196777,-0.10062046349048615,415.69419860839844,231.2449550628662,-0.012150585651397705,453.9227294921875,175.3169059753418,-0.12413239479064941,388.8145446777344,266.79442405700684,-0.0957186371088028,364.80236053466797,290.0016403198242,-0.04575413465499878,465.19996643066406,279.49682235717773,-0.036941953003406525,491.26747131347656,242.09303855895996,-0.1012311801314354,437.49088287353516,297.9540824890137,-0.07605351507663727,412.3708724975586,314.08029556274414,-0.0394580252468586
A,329.27371978759766,408.13682556152344,-1.0557511131992214e-06,387.09400177001953,328.3469295501709,-0.03732183203101158,408.73626708984375,236.08270168304443,-0.04810120910406113,410.6077194213867,161.58774375915527,-0.06244160607457161,398.4173583984375,104.98859167098999,-0.07023251801729202,359.8817825317383,187.01228141784668,0.00386268668808043,342.3361587524414,135.34197807312012,-0.060037609189748764,341.98265075683594,191.09559059143066,-0.0966046079993248,346.85802459716797,235.68408966064453,-0.10806456953287125,308.44688415527344,205.8153533935547,0.0003444430767558515,289.38379287719727,157.77804851531982,-0.06824208050966263,305.0366973876953,226.74287796020508,-0.08488883823156357,320.5967712402344,268.1843948364258,-0.0768284723162651,259.09162521362305,233.4089183807373,-0.014937193132936954,244.07033920288086,193.8111448287964,-0.08332157880067825,269.3256187438965,260.6300926208496,-0.06660590320825577,287.1527290344238,296.81044578552246,-0.033598776906728745,212.05266952514648,268.3399486541748,-0.03363325819373131,204.1980743408203,225.47367095947266,-0.07067062705755234,227.63507843017578,271.5626049041748,-0.0466957613825798,242.25204467773438,300.13458251953125,-0.015701958909630775
A,315.1121520996094,408.1783103942871,-1.3526502016247832e-06,252.73988723754883,333.13304901123047,-0.03259670361876488,227.0688819885254,238.24090003967285,-0.049377989023923874,228.20114135742188,160.51578998565674,-0.07241913676261902,245.24202346801758,102.21081733703613,-0.08746927976608276,283.4291458129883,194.49325561523438,0.010474271140992641,304.1318702697754,132.4809980392456,-0.05986449494957924,297.46129989624023,191.19096279144287,-0.10143854469060898,287.24559783935547,239.142107963562,-0.11650389432907104,333.1254196166992,215.8536958694458,0.0006118856254033744,355.3531265258789,158.28821182250977,-0.0729769915342331,335.6657409667969,231.1809539794922,-0.0973028615117073,318.42626571655273,274.039249420166,-0.09542340040206909,381.60999298095703,242.4324131011963,-0.020410098135471344,399.3177032470703,188.74540328979492,-0.09073182940483093,371.5373992919922,258.44006538391113,-0.07306980341672897,352.1347427368164,298.15518379211426,-0.04015437513589859,426.4698028564453,275.7784938812256,-0.04452336207032204,436.9054412841797,227.9851770401001,-0.08218596875667572,412.06974029541016,272.2711372375488,-0.05875547230243683,396.85436248779297,301.54955863952637,-0.02906571887433529
A,334.1164779663086,440.7875633239746,-1.3393821518548066e-06,411.46156311035156,376.5252685546875,-0.09279096871614456,436.1482238769531,242.8286361694336,-0.11899789422750473,415.85323333740234,131.1665439605713,-0.1342901736497879,419.54742431640625,50.3594183921814,-0.1290070116519928,359.7542190551758,162.5858974456787,-0.035172488540410995,326.2147521972656,91.49502754211426,-0.13629737496376038,349.1641616821289,176.63424968719482,-0.17318175733089447,366.95892333984375,225.30695915222168,-0.1776936948299408,294.5505142211914,198.66193771362305,-0.01713491417467594,261.6372299194336,138.56473445892334,-0.13104942440986633,311.82186126708984,238.5336685180664,-0.14153015613555908,333.5693359375,265.762939453125,-0.11580430716276169,236.84186935424805,243.04438591003418,-0.02007155306637287,207.8638458251953,193.39422225952148,-0.14182837307453156,265.9376907348633,283.3779716491699,-0.11168953776359558,287.2854232788086,302.40623474121094,-0.05577605217695236,184.3258285522461,292.9702377319336,-0.029020298272371292,172.1103858947754,260.17839431762695,-0.10539383441209793,222.4808120727539,318.80885124206543,-0.08329565078020096,241.34349822998047,329.8436737060547,-0.04380511865019798
A,297.7176284790039,445.5438423156738,-1.7897820043799584e-06,217.64461517333984,366.9033622741699,-0.0771593526005745,205.52886962890625,231.58329963684082,-0.09650574624538422,223.2350730895996,125.03326892852783,-0.1138758435845375,217.34725952148438,44.33152198791504,-0.11335136741399765,285.3049087524414,167.67492771148682,0.0003603413642849773,323.8488006591797,95.08917331695557,-0.09784699231386185,292.7728462219238,182.6798915863037,-0.14191314578056335,272.2780990600586,230.55333137512207,-0.15451312065124512,351.5624237060547,204.84997272491455,0.002794132102280855,385.6212615966797,139.45866107940674,-0.10256975889205933,329.8515319824219,242.69256591796875,-0.12058473378419876,313.3950996398926,267.35910415649414,-0.10597185045480728,403.9563751220703,251.28524780273438,-0.016123579815030098,440.7710647583008,195.27116775512695,-0.12882393598556519,372.65575408935547,284.9435806274414,-0.10098162293434143,350.1057434082031,308.9670753479004,-0.051538772881031036,452.5563049316406,300.2166938781738,-0.04154190421104431,475.45814514160156,263.0295753479004,-0.10700827091932297,419.6902084350586,318.1465816497803,-0.08227325230836868,395.2244567871094,335.3824710845947,-0.04592364653944969
A,310.1181221008301,381.33344650268555,-1.2297808780203923e-06,404.1231155395508,310.3940963745117,-0.06002144515514374,455.2288818359375,204.33955192565918,-0.07390248030424118,451.1262512207031,110.48218488693237,-0.08442533761262894,428.4319305419922,44.87485885620117,-0.08160857856273651,375.84632873535156,139.84125137329102,-0.02273414097726345,365.2709197998047,73.70487213134766,-0.09471674263477325,371.4447021484375,155.67212104797363,-0.11824920028448105,370.8539581298828,193.54867458343506,-0.12025192379951477,309.49169158935547,154.79212760925293,-0.01759333349764347,302.28097915649414,96.04055643081665,-0.10128741711378098,322.10323333740234,193.6168384552002,-0.10892704874277115,323.19950103759766,219.35626029968262,-0.09371409565210342,249.26324844360352,179.73054885864258,-0.025740711018443108,245.96771240234375,129.1400957107544,-0.11912313848733902,272.53875732421875,221.1683177947998,-0.08917251974344254,273.920841217041,246.11815452575684,-0.043448492884635925,187.5153923034668,211.46613121032715,-0.03705299645662308,194.74977493286133,160.1605224609375,-0.0895155817270279,222.10369110107422,222.0624017715454,-0.05793750658631325,222.82596588134766,247.73022651672363,-0.019319161772727966
A,329.2057800292969,384.05765533447266,-1.7159238723252201e-06,239.19721603393555,320.2716064453125,-0.05927800387144089,187.40161895751953,211.5530776977539,-0.08307204395532608,188.82644653320312,110.89560985565186,-0.10787061601877213,225.2965545654297,46.0022234916687,-0.1176319420337677,265.90532302856445,137.60883808135986,0.004660095553845167,279.15660858154297,69.87300395965576,-0.0821935161948204,271.86967849731445,151.57427787780762,-0.12570515275001526,270.4117202758789,198.39749336242676,-0.1404901146888733,331.1073684692383,154.92005825042725,0.00246477872133255,342.6126480102539,92.21285104751587,-0.09034761041402817,322.20874786376953,187.90778160095215,-0.110145702958107,317.55199432373047,220.71667671203613,-0.09982974827289581,389.60121154785156,180.42839527130127,-0.0165841206908226,398.4410095214844,127.18647480010986,-0.11109379678964615,369.80873107910156,216.87313556671143,-0.08451423794031143,364.61658477783203,247.08555221557617,-0.038957301527261734,448.6744689941406,211.86541557312012,-0.04056961089372635,445.95733642578125,167.17572212219238,-0.08612126111984253,420.6581115722656,224.86753463745117,-0.05592389404773712,417.6541519165039,247.75543212890625,-0.01850985735654831
A,318.5125541687012,380.93942642211914,-1.1850647751998622e-06,410.6565856933594,306.9646453857422,-0.06073537468910217,459.55615997314453,200.36218643188477,-0.07506325840950012,454.3522262573242,107.9586911201477,-0.08585137873888016,433.55052947998047,42.23020792007446,-0.08235552161931992,377.83592224121094,136.9896697998047,-0.022117991000413895,367.70946502685547,73.24809551239014,-0.0961255431175232,377.76100158691406,155.35346031188965,-0.12147612124681473,378.2633590698242,189.8301887512207,-0.12489180266857147,312.1845054626465,153.47970485687256,-0.017178351059556007,306.58491134643555,97.17020988464355,-0.10181253403425217,329.7544479370117,193.38536739349365,-0.11107739061117172,330.07484436035156,215.06086349487305,-0.09747456759214401,253.0066680908203,179.2404556274414,-0.02585204504430294,250.8247184753418,130.85726737976074,-0.12073217332363129,280.0313377380371,222.30897903442383,-0.09175124019384384,281.2461853027344,244.19254302978516,-0.04676153138279915,192.53562927246094,210.9620475769043,-0.03775983676314354,199.78553771972656,163.61121654510498,-0.09055241197347641,229.03419494628906,224.36030387878418,-0.05927722528576851,230.11394500732422,248.03034782409668,-0.020916614681482315
A,320.7175827026367,382.1807098388672,-1.7228377373612602e-06,231.24332427978516,316.38808250427246,-0.0584942065179348,179.55673217773438,208.1239414215088,-0.08288464695215225,181.92413330078125,107.88858890533447,-0.10868402570486069,220.00579833984375,43.817288875579834,-0.11956338584423065,261.2650680541992,135.61480522155762,0.004263582173734903,274.3565368652344,68.02210807800293,-0.08394390344619751,264.9148941040039,149.6195411682129,-0.12829264998435974,262.56919860839844,195.32036304473877,-0.14360272884368896,326.1381149291992,153.82545948028564,0.0012266814010217786,336.5174865722656,91.44216299057007,-0.09241656959056854,314.82486724853516,186.78606033325195,-0.11208583414554596,311.0144805908203,218.0852508544922,-0.101723812520504,384.2978286743164,180.23792266845703,-0.018721193075180054,391.6499328613281,127.02469825744629,-0.11322563886642456,362.27901458740234,215.88821411132812,-0.08582048863172531,358.3226776123047,244.46537017822266,-0.03988021984696388,442.8090286254883,212.4986743927002,-0.04366028308868408,439.3376922607422,167.05387115478516,-0.08834121376276016,413.53126525878906,223.83845329284668,-0.05713185667991638,411.73221588134766,246.19431495666504,-0.01924719661474228
A,302.4373435974121,392.02385902404785,-1.244170675818168e-06,397.69569396972656,320.00664710998535,-0.0606590174138546,444.8511505126953,209.69299793243408,-0.07418181747198105,440.61981201171875,115.41606903076172,-0.08450829237699509,416.75182342529297,49.151222705841064,-0.08179668337106705,367.7957534790039,146.27543449401855,-0.02221314050257206,355.4273986816406,79.9198579788208,-0.09673739969730377,363.71471405029297,161.8272829055786,-0.12374690175056458,364.0892028808594,200.70306301116943,-0.12788337469100952,299.7351837158203,162.88633346557617,-0.01737605780363083,291.592960357666,104.037766456604,-0.10374297201633453,313.786563873291,201.4047145843506,-0.11373936384916306,315.6087303161621,227.84804821014404,-0.09946184605360031,237.54947662353516,189.27549362182617,-0.026254598051309586,234.1423797607422,139.34120178222656,-0.12149517238140106,262.95536041259766,230.39700508117676,-0.09379547089338303,264.8887252807617,254.23144340515137,-0.04911741614341736,174.81719970703125,221.74427032470703,-0.03829348459839821,181.43686294555664,171.79700374603271,-0.09140880405902863,210.2710723876953,233.11497688293457,-0.0608125664293766,211.40172958374023,257.57386207580566,-0.022858161479234695
